0,wrd_length,total_char,syl_count,syl_sum,sentiment,cluster_20,cluster_3_syl,cluster_3no_syl,cluster_5
It now looked as if Venus and Mars trips were still a dozen years away.,"[2, 3, 6, 2, 2, 5, 3, 4, 5, 4, 5, 1, 5, 5, 4]",56,"[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 2]",19,0.0,15,1,1,0
Burl Denning was keenly interested in all of this.,"[4, 7, 3, 6, 10, 2, 3, 2, 4]",41,"[1, 2, 1, 2, 3, 1, 1, 1, 1]",13,0.25,9,1,1,2
"As a senior in high school, the newly expanding frontiers of the universe represented something special to his generation.","[2, 1, 6, 2, 4, 6, 3, 5, 9, 9, 2, 3, 8, 11, 9, 7, 2, 3, 10]",102,"[1, 1, 2, 1, 1, 1, 1, 2, 3, 3, 1, 1, 3, 3, 3, 3, 1, 1, 4]",36,0.217835497835,1,0,0,3
It would be men of his own age who would eventually man those first full-scale expeditions to neighbor worlds.,"[2, 5, 2, 3, 2, 3, 3, 3, 3, 5, 10, 3, 5, 5, 10, 11, 2, 8, 6]",91,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 2, 4, 1, 2, 1]",27,0.425,11,0,0,2
"By the time he was out of college, with an engineering degree, he might himself hope to be among those adventurers of space.","[2, 3, 4, 2, 3, 3, 2, 7, 4, 2, 11, 6, 2, 5, 7, 4, 2, 2, 5, 5, 11, 2, 5]",99,"[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 4, 2, 1, 1, 2, 1, 1, 1, 2, 1, 4, 1, 1]",33,0.0,2,0,0,0
Burl was torn between two interests.,"[4, 3, 4, 7, 3, 9]",30,"[1, 1, 1, 2, 1, 3]",9,0.0,6,1,1,1
Archaeology was both a profession and a hobby in the Denning family.,"[11, 3, 4, 1, 10, 3, 1, 5, 2, 3, 7, 6]",56,"[4, 1, 1, 1, 3, 1, 1, 2, 1, 1, 2, 3]",21,0.0,15,1,1,0
His grandfather had been among the first to explore the jungle ruins of Indochina.,"[3, 11, 3, 4, 5, 3, 5, 2, 7, 3, 6, 5, 2, 9]",68,"[1, 3, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 4]",21,0.05,15,1,1,0
"His father, although a businessman and industrial engineer, made annual vacation pilgrimages to the ruins of the old Indian civilizations of the Americas.","[3, 6, 8, 1, 11, 3, 10, 8, 4, 6, 8, 11, 2, 3, 5, 2, 3, 3, 6, 13, 2, 3, 8]",129,"[1, 2, 2, 1, 4, 1, 4, 3, 1, 2, 3, 3, 1, 1, 1, 1, 1, 1, 3, 5, 1, 1, 4]",47,-0.025,4,0,0,3
"Burl had been with him once before, when they had trekked through the chicle forests of Guatemala in search of a lost Mayan city.","[4, 3, 4, 4, 3, 4, 6, 4, 4, 3, 7, 7, 3, 6, 7, 2, 9, 2, 6, 2, 1, 4, 5, 4]",104,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 4, 1, 2, 1, 1, 1, 2, 2]",32,0.0,2,0,0,0
"And now they were again on a quest, this time for the long-forgotten treasure of the Incas.","[3, 3, 4, 4, 5, 2, 1, 5, 4, 4, 3, 3, 14, 8, 2, 3, 5]",73,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 4, 3, 1, 1, 2]",24,0.0,15,1,1,0
Burl was thoroughly familiar with the techniques of tracking down the ancient records of mankind.,"[4, 3, 10, 8, 4, 3, 10, 2, 8, 4, 3, 7, 7, 2, 7]",82,"[1, 1, 3, 4, 1, 1, 2, 1, 2, 1, 1, 3, 2, 1, 2]",26,0.109722222222,16,0,0,0
He got along well with natives and primitive people; he knew the arts of wilderness survival; he knew the delicate techniques of sifting sand and dirt to turn up those priceless bits of pottery and chipped stone that could supply pages of the forgotten epics of human history.,"[2, 3, 5, 4, 4, 7, 3, 9, 6, 2, 4, 3, 4, 2, 10, 8, 2, 4, 3, 8, 10, 2, 7, 4, 3, 4, 2, 4, 2, 5, 9, 4, 2, 7, 3, 7, 5, 4, 5, 6, 5, 2, 3, 9, 5, 2, 5, 7]",226,"[1, 1, 2, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 3, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 2, 1, 2, 3]",71,0.233333333333,12,0,0,3
"However, later in the day it seemed as if their particular camp had petered out.","[7, 5, 2, 3, 3, 2, 6, 2, 2, 5, 10, 4, 3, 7, 3]",64,"[3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 2, 1]",22,0.0833333333333,15,1,1,0
"There were ruins there--a broken-down wall, a dry well and a bit of eroded bas-relief lying on its side.","[5, 4, 5, 5, 1, 11, 4, 1, 3, 4, 3, 1, 3, 2, 6, 10, 5, 2, 3, 4]",82,"[1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 4, 1, 1, 1, 1]",26,-0.108333333333,2,0,0,0
Burl's father looked at him thoughtfully.,"[4, 2, 6, 6, 2, 3, 12]",35,"[1, 0, 2, 1, 1, 1, 3]",9,0.4,17,1,1,2
"The tall, sandy-haired youth was sitting astraddle a pile of dust, methodically sifting it through a wide-mesh strainer.","[3, 4, 12, 5, 3, 7, 9, 1, 4, 2, 4, 12, 7, 2, 7, 1, 9, 8]",100,"[1, 1, 3, 1, 1, 2, 2, 1, 1, 1, 1, 5, 2, 1, 1, 1, 3, 2]",30,0.0,2,0,0,0
"A large pile of sifted sand gave evidence of the length of his efforts, and one broken bit of clay was the only result he had obtained.","[1, 5, 4, 2, 6, 4, 4, 8, 2, 3, 6, 2, 3, 7, 3, 3, 6, 3, 2, 4, 3, 3, 4, 6, 2, 3, 8]",107,"[1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2]",34,-0.0619047619048,2,0,0,0
"Two of the Indian guides sat patiently in the shade, watching them.","[3, 2, 3, 6, 6, 3, 9, 2, 3, 5, 8, 4]",54,"[1, 1, 1, 3, 1, 1, 4, 1, 1, 1, 2, 1]",18,0.0,15,1,1,1
"One was digging slowly, turning up more dirt to be sifted.","[3, 3, 7, 6, 7, 2, 4, 4, 2, 2, 6]",46,"[1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1]",14,0.1,6,1,1,1
"""I think we've had enough here,"" said the elder Denning.","[1, 5, 2, 3, 3, 6, 4, 4, 3, 5, 7]",43,"[1, 1, 1, 0, 1, 2, 1, 1, 1, 2, 2]",13,0.0,6,1,1,1
"""Burl, you can knock off.","[4, 3, 3, 5, 3]",18,"[1, 1, 1, 1, 1]",5,0.0,10,1,1,1
Tomorrow we'll pull up stakes and see what is in the next valley.,"[8, 2, 3, 4, 2, 6, 3, 3, 4, 2, 2, 3, 4, 6]",52,"[3, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",16,0.0,15,1,1,1
We'll try to follow that old Inca road over the mountains.,"[2, 3, 3, 2, 6, 4, 3, 4, 4, 4, 3, 9]",47,"[1, 0, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2]",15,0.1,6,1,1,1
"I don't believe anyone has ever penetrated there--and the airplane surveys indicated some evidence of human dwellings.""","[1, 2, 3, 7, 6, 3, 4, 10, 5, 3, 3, 8, 7, 9, 4, 8, 2, 5, 9]",99,"[1, 1, 0, 3, 2, 1, 2, 3, 1, 1, 1, 2, 2, 3, 1, 3, 1, 2, 2]",32,0.0,2,0,0,0
"Burl nodded, and set the sifter down.","[4, 6, 3, 3, 3, 6, 4]",29,"[1, 1, 1, 1, 1, 2, 1]",8,-0.155555555556,0,1,1,1
He'd learned to curb his natural energies for the exacting tasks required of serious scientific research.,"[2, 2, 7, 2, 4, 3, 7, 8, 3, 3, 8, 5, 8, 2, 7, 10, 8]",89,"[1, 0, 2, 1, 1, 1, 3, 3, 1, 1, 3, 1, 2, 1, 2, 4, 3]",30,-0.116666666667,2,0,0,0
"""Okay,"" he said, ""I was hoping you'd move on soon, Dad.","[4, 2, 4, 1, 3, 6, 3, 2, 4, 2, 4, 3]",38,"[2, 1, 1, 1, 1, 2, 1, 0, 1, 1, 1, 1]",13,0.5,17,1,1,2
This looked like a washout from the first.,"[4, 6, 4, 1, 7, 4, 3, 5]",34,"[1, 1, 1, 1, 2, 1, 1, 1]",9,0.25,9,1,1,2
"I'd say this place was sacked and ruined even before the Incas fell.""","[1, 2, 3, 4, 5, 3, 6, 3, 6, 4, 6, 3, 5, 4]",55,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1]",16,0.0,15,1,1,1
The older man nodded.,"[3, 5, 3, 6]",17,"[1, 2, 1, 1]",5,0.166666666667,9,1,1,1
"""I suppose so.","[1, 7, 2]",10,"[1, 2, 1]",4,0.0,10,1,1,1
"Well, let's wash up and see what's for supper.""","[4, 3, 2, 4, 2, 3, 3, 4, 2, 3, 6]",36,"[1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 2]",10,0.0,6,1,1,1
They went down to the icy mountain stream to wash the dirt from their hands.,"[4, 4, 4, 2, 3, 3, 8, 6, 2, 4, 3, 4, 4, 5, 5]",61,"[1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1]",18,-0.127777777778,15,1,1,0
"""It's been a nice day,"" Burl commented.","[2, 2, 4, 1, 4, 3, 4, 9]",29,"[1, 0, 1, 1, 1, 1, 1, 2]",8,0.6,17,1,1,2
"""In spite of the Sun being out steadily, it wasn't hot at all.","[2, 5, 2, 3, 3, 5, 3, 8, 2, 3, 3, 3, 2, 3]",47,"[1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 0, 1, 1, 1]",16,0.208333333333,9,1,1,2
"Cooler than yesterday.""","[6, 4, 9]",19,"[2, 1, 3]",6,0.0,10,1,1,1
Mark Denning looked up at the sky and the Sun lowering toward the horizon.,"[4, 7, 6, 2, 2, 3, 3, 3, 3, 3, 8, 6, 3, 7]",60,"[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 3]",20,0.0,15,1,1,0
"""There must have been some volcanic dust in the heavens,"" he said.","[5, 4, 4, 4, 4, 8, 4, 2, 3, 7, 2, 4]",51,"[1, 1, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1]",16,0.0,15,1,1,1
"""The Sun's been a bit dimmed, have you noticed?""","[3, 3, 2, 4, 1, 3, 6, 4, 3, 7]",36,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 2]",10,0.0,6,1,1,1
Burl squinted his eyes against the glare.,"[4, 8, 3, 4, 7, 3, 5]",34,"[1, 1, 1, 0, 2, 1, 1]",7,0.0,6,1,1,1
"""Wasn't any eruption around here.","[3, 3, 3, 8, 6, 4]",27,"[1, 0, 2, 3, 2, 1]",9,0.0,6,1,1,1
"Maybe in Ecuador?""","[5, 2, 7]",14,"[1, 1, 3]",5,0.0,10,1,1,1
His father shrugged.,"[3, 6, 8]",17,"[1, 2, 1]",4,0.0,10,1,1,1
"""Could have been thousands of miles away,"" was his slow reply.","[5, 4, 4, 9, 2, 5, 4, 3, 3, 4, 5]",48,"[1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2]",14,-0.3,0,1,1,0
"""Volcanic dust travels around the world, just as radioactive dust permeated the atmosphere from atomic testings.","[8, 4, 7, 6, 3, 5, 4, 2, 11, 4, 9, 3, 10, 4, 6, 8]",94,"[3, 1, 2, 2, 1, 1, 1, 1, 3, 1, 3, 1, 3, 1, 3, 2]",29,0.0,2,0,0,0
"They say that the dust from the great Krakatoa explosion remained in the atmosphere for three years before the last of it settled.""","[4, 3, 4, 3, 4, 4, 3, 5, 8, 9, 8, 2, 3, 10, 3, 5, 5, 6, 3, 4, 2, 2, 7]",107,"[1, 1, 1, 1, 1, 1, 1, 2, 3, 3, 2, 1, 1, 3, 1, 1, 2, 2, 1, 1, 1, 1, 1]",33,0.4,11,0,0,2
"When they had finished supper and the Sun was casting its last red rays over the rapidly purpling landscape, Burl got out the expedition radio, set up its antenna, plugged in its compact atomic battery, and tried to get the news from Lima.","[4, 4, 3, 8, 6, 3, 3, 3, 3, 7, 3, 4, 3, 4, 4, 3, 7, 8, 9, 4, 3, 3, 3, 10, 5, 3, 2, 3, 7, 7, 2, 3, 7, 6, 7, 3, 5, 2, 3, 3, 4, 4, 4]",192,"[1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 0, 1, 2, 1, 3, 2, 2, 1, 1, 1, 1, 4, 2, 1, 1, 1, 3, 1, 1, 1, 2, 3, 3, 1, 1, 1, 1, 1, 1, 1, 2]",62,0.0,12,0,0,3
All he got was static.,"[3, 2, 3, 3, 6]",17,"[1, 1, 1, 1, 2]",6,0.5,17,1,1,2
"He fiddled with the dials for a long time, twisting the antenna, ranging the wavelengths, but there was static everywhere.","[2, 7, 4, 3, 5, 3, 1, 4, 4, 8, 3, 7, 7, 3, 11, 3, 5, 3, 6, 10]",99,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 3, 2, 1, 3, 1, 1, 1, 2, 4]",31,0.225,1,0,0,2
"""Strange,"" he said to his father, ""something's disturbed reception completely.""","[7, 2, 4, 2, 3, 6, 9, 2, 9, 9, 10]",63,"[1, 1, 1, 1, 1, 2, 3, 0, 2, 3, 4]",19,0.025,15,1,1,0
"Pedro Gonzales, their official Peruvian guide, leaned over.","[5, 8, 5, 8, 8, 5, 6, 4]",49,"[2, 2, 1, 4, 4, 1, 2, 2]",18,0.0,15,1,1,1
"""Could be the battery she is broken, eh?""","[5, 2, 3, 7, 3, 2, 6, 2]",30,"[1, 1, 1, 3, 0, 1, 2, 1]",10,-0.4,8,1,1,1
Burl shook his head.,"[4, 5, 3, 4]",16,"[1, 1, 1, 2]",5,0.0,10,1,1,1
"""Not this battery,"" he said.","[3, 4, 7, 2, 4]",20,"[1, 1, 3, 1, 1]",7,0.0,10,1,1,1
"""It's a brand-new one, a real keen development.","[2, 2, 1, 9, 3, 1, 4, 4, 11]",37,"[1, 0, 1, 2, 1, 1, 2, 1, 4]",13,0.2,9,1,1,1
And I already checked the wiring.,"[3, 1, 7, 7, 3, 6]",27,"[1, 1, 4, 1, 1, 2]",10,0.0,6,1,1,1
It's some sort of disturbance that's blocking reception.,"[2, 2, 4, 4, 2, 11, 4, 2, 8, 9]",48,"[1, 0, 1, 1, 1, 3, 1, 0, 2, 3]",13,0.0,6,1,1,1
"Maybe we're in a dead zone or something.""","[5, 2, 3, 2, 1, 4, 4, 2, 9]",32,"[1, 1, 0, 1, 1, 2, 1, 1, 3]",11,-0.2,0,1,1,1
"""Wasn't dead yesterday,"" said his father.","[3, 3, 4, 9, 4, 3, 6]",32,"[1, 0, 2, 3, 1, 1, 2]",10,-0.2,0,1,1,1
"""Maybe that eruption was radioactive.""","[5, 4, 8, 3, 11]",31,"[1, 1, 3, 1, 3]",9,0.0,6,1,1,1
Burl looked up sharply.,"[4, 6, 2, 7]",19,"[1, 1, 1, 2]",5,-0.125,10,1,1,1
"""I'll check the Geiger counters, Dad.","[1, 3, 5, 3, 6, 8, 3]",29,"[1, 0, 1, 1, 2, 2, 1]",8,0.0,10,1,1,1
"Something's blocking reception, something strong and powerful to interfere with this set.""","[9, 2, 8, 9, 9, 6, 3, 8, 2, 9, 4, 4, 3]",76,"[3, 0, 2, 3, 3, 1, 1, 3, 1, 3, 1, 1, 1]",23,0.366666666667,11,0,0,2
"But when he returned, he had to admit he had found nothing.","[3, 4, 2, 8, 2, 3, 2, 5, 2, 3, 5, 7]",46,"[1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2]",15,0.0,6,1,1,1
"When the Sun went down, they retired, for the temperature drops swiftly in the high, thin air of the Andes.","[4, 3, 3, 4, 4, 4, 7, 3, 3, 11, 5, 7, 2, 3, 4, 4, 3, 2, 3, 5]",84,"[1, 1, 1, 1, 1, 1, 2, 1, 1, 4, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1]",25,-0.131851851852,18,0,0,0
In the rest of the world people watched their color-vision shows without interruption.,"[2, 3, 4, 2, 3, 5, 6, 7, 5, 12, 5, 7, 12]",73,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 2, 4]",20,0.0,15,1,1,0
"Reception was good with the Moon base, the space platforms had no difficulty making reports, and the radio news beamed out as usual.","[9, 3, 4, 4, 3, 4, 4, 3, 5, 9, 3, 2, 10, 6, 7, 3, 3, 5, 4, 6, 3, 2, 5]",107,"[3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 4, 2, 2, 1, 1, 2, 1, 2, 1, 1, 2]",34,-0.116666666667,13,0,0,0
"In Lima, there was a little static, and direct transmission with Brazil seemed partially disrupted, but that was all.","[2, 4, 5, 3, 1, 6, 6, 3, 6, 12, 4, 6, 6, 9, 9, 3, 4, 3, 3]",95,"[1, 2, 1, 1, 1, 1, 2, 1, 2, 3, 1, 2, 1, 4, 2, 1, 1, 1, 1]",29,0.078125,2,0,0,0
"In the following five days, the Denning expedition had managed the difficult climb over the next range of mountains and had come down in the high plateau valley between.","[2, 3, 9, 4, 4, 3, 7, 10, 3, 7, 3, 9, 5, 4, 3, 4, 5, 2, 9, 3, 3, 4, 4, 2, 3, 4, 7, 6, 7]",139,"[1, 1, 3, 1, 1, 1, 2, 4, 1, 2, 1, 3, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 2, 2]",44,-0.0991111111111,4,0,0,3
"In this same period, the world began to realize that the dimness of the sky was not a temporary phenomenon.","[2, 4, 4, 6, 3, 5, 5, 2, 7, 4, 3, 7, 2, 3, 3, 3, 3, 1, 9, 10]",86,"[1, 1, 1, 2, 1, 1, 2, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1, 4, 4]",31,0.0,2,0,0,0
*       *       *       *       *  Weather stations noted that the past few days had all been several degrees under the average.,"[7, 8, 5, 4, 3, 4, 3, 4, 3, 3, 4, 7, 7, 5, 3, 7]",77,"[3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 3]",24,-0.15,18,1,1,0
Reports had come in that farmers were querying the unusual drop in the temperatures at night.,"[7, 3, 4, 2, 4, 7, 4, 8, 3, 7, 4, 2, 3, 12, 2, 5]",77,"[2, 1, 1, 1, 1, 2, 1, 2, 1, 3, 1, 1, 1, 4, 1, 1]",24,0.2,16,0,0,2
"And astronomers, measuring the surface heat of the Sun, came up with strange discrepancies from previous data.","[3, 11, 9, 3, 7, 4, 2, 3, 3, 4, 2, 4, 7, 13, 4, 8, 4]",91,"[1, 4, 4, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 4, 1, 2, 2]",30,-0.108333333333,2,0,0,0
"One astronomer communicated with another, and a general exchange of advice began.","[3, 10, 12, 4, 7, 3, 1, 7, 8, 2, 6, 5]",68,"[1, 4, 4, 1, 3, 1, 1, 3, 2, 1, 2, 2]",25,0.05,15,1,1,0
"In a short while, a communication was laid on the desk of the President of the United States, who scanned it and had it immediately transmitted to the Secretary General of the United Nations.","[2, 1, 5, 5, 1, 13, 3, 4, 2, 3, 4, 2, 3, 9, 2, 3, 6, 6, 3, 7, 2, 3, 3, 2, 11, 11, 2, 3, 9, 7, 2, 3, 6, 7]",155,"[1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 6, 2, 1, 1, 4, 3, 1, 1, 2, 2]",54,0.025,12,0,0,3
"The Secretary General circulated the report among the scientific bureaus of all member nations, and this led in turn to a meeting of the Security Council.","[3, 9, 7, 10, 3, 6, 5, 3, 10, 7, 2, 3, 6, 7, 3, 4, 3, 2, 4, 2, 1, 7, 2, 3, 8, 7]",127,"[1, 4, 3, 3, 1, 2, 2, 1, 4, 3, 1, 1, 2, 2, 1, 1, 0, 1, 1, 1, 1, 2, 1, 1, 4, 2]",46,0.05,4,0,0,3
"This meeting was held in quiet, without benefit of newspaper reporters or audience.","[4, 7, 3, 4, 2, 5, 7, 7, 2, 9, 9, 2, 8]",69,"[1, 2, 1, 1, 1, 2, 2, 3, 1, 3, 3, 1, 3]",24,0.0,15,1,1,0
There was no longer any doubt.,"[5, 3, 2, 6, 3, 5]",24,"[1, 1, 1, 2, 2, 1]",8,0.0,10,1,1,1
The radiation of the Sun reaching the face of the Earth had decreased.,"[3, 9, 2, 3, 3, 8, 3, 4, 2, 3, 5, 3, 9]",57,"[1, 4, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 3]",21,-0.4,8,1,1,0
The facts were indisputable.,"[3, 5, 4, 12]",24,"[1, 1, 1, 4]",7,0.0,10,1,1,1
"Where a day should have registered, in some places, at least 90 deg.","[5, 1, 3, 6, 4, 10, 2, 4, 6, 2, 5, 2, 3]",53,"[1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 0, 1]",15,-0.3,0,1,1,0
"in the Sun, a reading of only 84 deg.","[2, 3, 3, 1, 7, 2, 4, 2, 3]",27,"[1, 1, 1, 1, 3, 1, 2, 0, 1]",11,0.0,6,1,1,1
was noted.,"[3, 5]",8,"[1, 1]",2,0.0,10,1,1,1
Measurements definitely showed that the face of the Sun visible to man on Earth had dimmed by just that margin.,"[12, 10, 6, 4, 3, 4, 2, 3, 3, 7, 2, 3, 2, 5, 3, 6, 2, 4, 4, 6]",91,"[5, 5, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2]",31,0.0,2,0,0,0
"This might not prove serious at first, but as the scientists called in by the Security Council pointed out, it promised terrible things as the year went on.","[4, 5, 3, 5, 7, 2, 5, 3, 2, 3, 10, 6, 2, 2, 3, 8, 7, 7, 3, 2, 8, 8, 6, 2, 3, 4, 4, 2]",126,"[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 4, 2, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1]",38,-0.361111111111,13,0,0,0
"A difference of five or ten degrees all over the Earth could mean the ruin of certain crops, it could mean an increase in snowfall and frost that could very rapidly destroy the economies and habitability of many places on the Earth's teeming surface.","[1, 10, 2, 4, 2, 3, 7, 3, 4, 3, 5, 5, 4, 3, 4, 2, 7, 5, 2, 5, 4, 2, 8, 2, 8, 3, 5, 4, 5, 4, 7, 7, 3, 9, 3, 12, 2, 4, 6, 2, 3, 5, 2, 7, 7]",205,"[1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 3, 1, 2, 1, 1, 1, 1, 2, 3, 2, 1, 4, 1, 6, 1, 2, 1, 1, 1, 2, 0, 2, 2]",70,0.0127551020408,12,0,0,3
"""But what,"" asked the Chairman of the Council, ""is causing this decrease in solar energy?""","[3, 4, 5, 3, 8, 2, 3, 7, 2, 7, 4, 8, 2, 5, 6]",69,"[1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 3, 1, 2, 3]",23,0.0,15,1,1,0
This the astronomers could not answer.,"[4, 3, 11, 5, 3, 6]",32,"[1, 1, 4, 1, 1, 2]",10,0.0,6,1,1,1
But they pointed to one factor.,"[3, 4, 7, 2, 3, 6]",25,"[1, 1, 1, 1, 1, 2]",7,0.0,10,1,1,1
The reports from the U.S.,"[3, 7, 4, 3, 3]",20,"[1, 2, 1, 1, 1]",6,0.0,10,1,1,1
Moon Base did not agree with the observations from Earth.,"[4, 4, 3, 3, 5, 4, 3, 12, 4, 5]",47,"[1, 1, 1, 1, 2, 1, 1, 4, 1, 2]",15,-0.8,5,1,1,0
"Moon instruments claimed no decrease whatsoever in the amount of sunlight reaching the arid, airless surface of the Earth's only satellite.","[4, 11, 7, 2, 8, 10, 2, 3, 6, 2, 8, 8, 3, 4, 7, 7, 2, 3, 5, 2, 4, 9]",117,"[1, 3, 1, 1, 3, 3, 1, 1, 2, 1, 2, 3, 1, 2, 2, 2, 1, 1, 2, 0, 2, 3]",38,0.0,4,0,0,3
The cause was somewhere on Earth.,"[3, 5, 3, 9, 2, 5]",27,"[1, 1, 1, 3, 1, 2]",9,0.0,6,1,1,1
And the Security Council requested the careful scanning of the Earth from space platforms and the Moon to determine the center of the trouble.,"[3, 3, 8, 7, 9, 3, 7, 8, 2, 3, 5, 4, 5, 9, 3, 3, 4, 2, 9, 3, 6, 2, 3, 7]",118,"[1, 1, 4, 2, 2, 1, 3, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1]",37,-0.133333333333,13,0,0,3
"*       *       *       *       *  Burl Denning had not found the next valley of much interest, either.","[4, 7, 3, 3, 5, 3, 4, 6, 2, 4, 8, 6]",55,"[1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 3, 2]",17,0.1,15,1,1,1
Evidence of an Inca road over the mountain had petered out.,"[8, 2, 2, 4, 4, 4, 3, 8, 3, 7, 3]",48,"[3, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1]",17,0.0,15,1,1,1
"There were signs there had been human dwellings, but they were not Inca--just reminders of the onetime passage of an unknown band of primitives who had grazed their sheep, built temporary tents, and pulled up stakes perhaps a hundred years before.","[5, 4, 5, 5, 3, 4, 5, 9, 3, 4, 4, 3, 4, 4, 9, 2, 3, 7, 7, 2, 2, 7, 4, 2, 10, 3, 3, 6, 5, 5, 5, 9, 5, 3, 6, 2, 6, 7, 1, 7, 5, 6]",201,"[1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 3, 1, 1, 3, 2, 1, 1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2]",59,-0.05,12,0,0,3
"So again at night, Burl, his father, and Gonzales took counsel.","[2, 5, 2, 5, 4, 3, 6, 3, 8, 4, 7]",49,"[1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 2]",15,0.0,6,1,1,1
"They were debating which way to proceed next; Mark Denning reasoning that they should go further inland, following tales natives had told; Gonzales urging that they retrack their path and proceed northward toward the regions where Inca ruins abounded.","[4, 4, 8, 5, 3, 2, 7, 4, 4, 7, 9, 4, 4, 6, 2, 7, 6, 9, 5, 7, 3, 4, 8, 6, 4, 4, 7, 5, 4, 3, 7, 9, 6, 3, 7, 5, 4, 5, 8]",209,"[1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 4, 1, 1, 1, 1, 2, 2, 3, 1, 2, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 2, 1, 2, 1, 2]",58,-0.0375,12,0,0,3
For the past week Burl had not been able to get radio reception.,"[3, 3, 4, 4, 4, 3, 3, 4, 4, 2, 3, 5, 9]",51,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3]",16,0.125,16,1,1,1
"The static had increased as they had gone eastward over the mountain, but not a word of news or any human voice came through.","[3, 6, 3, 9, 2, 4, 3, 4, 8, 4, 3, 8, 3, 3, 1, 4, 2, 4, 2, 3, 5, 5, 4, 7]",100,"[1, 2, 1, 3, 1, 1, 1, 1, 3, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1]",33,0.25,1,0,0,2
The Moon was rising on the horizon as Burl sat playing with the antenna.,"[3, 4, 3, 6, 2, 3, 7, 2, 4, 3, 7, 4, 3, 7]",58,"[1, 1, 1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 3]",19,0.0,15,1,1,0
